IsEnabled1;Value11;Value12;Value13;IsEnabled2;Value21;Value22
True;6;3;101;True;1860;5
True;5;6;251;False;254;6
False;0;1;329;True;130;2
True;7;0;359;True;894;2
False;7;3;414;False;841;3
False;0;3;377;False;232;2
True;4;4;449;False;1521;5
True;4;0;342;True;1033;1
True;0;2;467;False;203;1
False;5;4;316;True;1406;2
True;0;0;472;True;1162;3
True;5;1;138;True;1219;3
True;2;2;418;True;767;4
True;7;3;145;False;1325;1
True;3;5;54;True;901;1
False;1;2;130;False;1712;6
False;1;1;136;False;1182;1
True;3;2;332;False;31;4
True;4;1;379;False;1090;3
False;4;1;218;False;873;0
True;7;7;239;True;1727;6
True;4;3;414;False;1205;3
False;5;6;228;False;805;5
True;0;7;305;False;1189;6
True;3;0;308;True;686;5
False;1;5;132;False;660;6
True;2;4;371;True;1682;2
True;5;0;185;True;836;1
True;5;2;477;False;490;6
False;5;2;152;False;598;1
True;0;5;61;True;257;2
True;2;6;425;False;1952;2
True;2;6;405;False;1473;6
False;0;0;19;True;370;5
False;4;4;104;True;1629;2
False;0;0;467;True;1953;5
True;3;0;262;False;1381;2
False;6;6;319;True;2019;3
False;2;7;316;False;1843;0
False;0;2;200;True;842;0
True;5;1;159;True;2007;2
True;5;6;123;False;610;5
False;2;6;27;False;121;0
True;6;5;511;True;420;0
True;1;4;269;True;973;5
True;6;0;488;False;1013;2
False;1;6;234;False;1958;1
False;0;7;414;False;515;1
True;3;6;382;True;1765;2
True;2;7;184;False;1777;1
False;6;3;111;True;1462;3
False;3;7;62;False;766;3
False;6;3;398;False;1059;1
True;0;5;317;False;874;1
True;1;3;135;False;903;2
True;1;0;199;False;655;2
False;0;0;23;False;1497;0
True;7;1;319;False;1912;2
False;4;0;347;True;1130;4
False;6;6;65;False;1104;4
False;5;6;301;False;1520;6
False;7;3;264;True;684;4
True;6;5;160;False;1466;2
True;3;7;98;False;528;7
False;4;7;254;False;1149;0
True;5;1;46;True;1258;0
True;2;3;28;False;669;4
True;2;2;183;False;1320;6
False;3;7;336;False;618;6
False;3;5;395;False;1918;2
True;5;1;380;True;330;4
False;3;2;112;False;85;5
False;1;3;15;False;236;3
False;4;7;178;True;247;3
False;6;7;354;False;1836;4
False;2;1;116;True;1117;1
False;2;5;386;False;1084;3
False;6;0;229;False;384;5
True;6;2;36;True;215;1
False;5;7;331;False;1721;2
True;7;6;409;True;749;4
True;2;5;468;False;1167;1
True;1;2;98;True;2041;5
True;2;3;292;False;761;4
True;6;6;336;False;58;5
True;5;5;294;False;414;6
True;4;2;27;False;893;1
False;2;1;88;False;599;5
False;6;4;395;False;1515;2
True;2;4;417;False;974;0
True;7;7;443;True;456;5
False;4;6;238;True;391;7
True;1;6;268;True;1811;6
False;4;0;35;False;1662;3
False;3;3;194;False;245;1
False;6;5;190;True;197;6
True;6;0;475;True;1191;2
True;6;6;224;True;515;0
True;2;6;40;True;194;7
False;4;2;223;False;1763;4
True;3;5;243;False;1267;5
True;6;3;347;True;1560;2
True;4;7;373;True;819;2
False;0;1;283;False;770;7
False;5;5;100;False;321;5
True;2;1;295;False;252;6
True;1;4;47;False;530;0
False;2;4;3;True;1734;5
False;2;5;258;True;2008;3
True;7;1;19;True;1833;0
False;7;2;108;True;493;6
True;1;7;89;True;2035;2
True;0;7;282;True;1696;1
False;7;0;15;True;1457;1
False;6;7;167;False;354;0
True;2;1;345;True;352;5
False;5;1;462;True;1613;5
False;4;2;164;True;1627;5
True;4;0;274;True;469;2
False;6;1;256;True;1657;1
False;1;7;314;False;1288;6
True;0;2;236;True;992;6
True;4;5;299;True;1852;3
True;0;3;431;True;1691;5
True;3;5;247;False;336;5
True;1;3;437;True;861;4
False;1;4;139;False;1244;5
True;4;2;276;True;1544;6
False;1;4;496;False;2;2
False;0;2;460;False;513;6
True;3;0;449;False;848;6
True;3;6;161;True;568;3
True;3;2;484;False;1112;5
False;2;0;109;False;1423;3
True;1;2;384;True;1376;4
False;1;3;62;False;1237;1
True;5;5;390;False;1270;6
True;1;1;111;False;146;6
False;5;5;487;True;1362;6
False;4;5;337;True;728;6
False;4;1;247;False;1932;5
False;2;6;319;False;81;3
False;0;4;341;False;638;1
False;6;2;376;True;1729;1
False;3;1;93;True;1403;1
True;5;0;354;False;469;2
False;3;7;467;True;742;5
True;2;5;253;False;354;5
True;5;0;379;True;1307;3
False;0;2;145;False;815;3
True;0;4;240;True;631;0
False;2;6;94;False;487;4
False;2;6;246;True;968;5
False;4;4;296;True;584;5
True;2;3;204;True;1397;5
True;2;3;303;False;1197;6
False;2;6;343;True;630;6
True;3;4;238;True;50;4
True;4;3;35;False;434;2
True;3;2;175;False;1507;0
True;1;5;155;False;1056;0
True;4;1;67;False;1956;0
True;0;0;19;False;1732;3
False;2;3;94;False;370;5
False;4;1;378;True;1907;1
True;3;4;458;True;1972;2
False;6;4;413;True;1845;4
True;6;6;469;False;1196;5
True;5;6;438;False;1003;4
False;5;4;401;True;39;6
True;4;3;250;False;5;6
True;3;0;135;True;342;7
False;7;4;484;False;1187;6
True;0;3;232;True;663;3
False;2;0;305;False;648;3
True;6;0;507;True;1206;3
True;0;6;406;False;354;5
False;6;2;435;True;122;2
False;5;1;338;False;288;4
True;5;4;405;True;1914;2
True;6;3;265;True;1041;6
False;6;6;397;True;889;0
False;7;1;409;True;236;3
True;0;2;135;False;110;6
False;7;5;219;True;1929;5
False;1;2;354;False;361;2
True;1;0;211;True;522;5
False;7;5;187;True;527;0
True;7;4;200;False;948;5
True;6;6;376;False;1102;5
True;6;4;14;False;1529;2
True;1;1;152;True;1219;2
True;4;5;75;False;1760;3
True;1;3;312;True;1903;5
True;2;0;182;True;1720;5
False;7;7;179;False;2024;4
True;1;6;84;False;1320;6
True;5;0;31;False;1191;3
False;2;1;294;True;744;7
True;7;4;442;False;353;6
True;7;3;236;False;1594;4
True;4;0;294;False;469;7
False;5;6;326;True;1398;0
True;0;4;273;True;142;5
True;3;6;190;True;1732;4
False;5;3;401;True;1211;0
False;3;1;418;False;222;5
True;1;3;14;False;305;2
False;2;4;503;False;1984;1
True;3;2;209;True;190;2
True;1;5;408;True;842;1
False;4;3;420;True;507;4
True;6;2;196;False;685;7
False;7;6;437;True;1489;6
False;5;6;205;False;1388;1
False;3;6;269;False;166;0
True;5;7;465;True;593;5
False;0;6;179;True;496;5
True;2;5;170;False;1411;6
True;2;7;319;False;421;7
True;1;4;31;False;325;5
True;6;6;225;False;1318;4
True;6;1;269;False;248;0
True;6;7;357;True;823;6
True;6;7;386;True;558;3
True;2;2;98;True;833;3
True;6;2;59;True;630;3
False;5;1;172;True;1331;0
True;5;2;346;True;1913;4
True;2;0;421;True;1594;5
False;5;2;206;True;809;4
True;2;5;375;False;1211;1
False;4;1;437;True;300;2
True;5;4;191;True;857;5
True;5;0;465;False;1243;5
True;1;3;267;False;1495;6
False;1;0;367;True;413;7
True;6;5;431;True;1016;5
False;5;3;456;False;425;1
True;1;2;330;True;717;5
False;6;0;232;True;1061;4
False;0;5;196;True;217;3
False;5;1;492;True;1513;5
True;3;2;503;False;757;3
True;4;1;480;False;259;4
True;2;1;402;True;1943;5
False;3;6;251;False;1457;2
True;5;6;445;True;1192;4
False;4;4;106;True;515;4
False;7;1;424;False;1554;5
True;1;0;10;False;305;7
False;1;0;417;False;823;1
True;2;3;156;True;702;4
False;7;1;486;False;323;0
False;6;0;411;False;28;1
True;0;5;10;False;276;0
True;5;6;24;False;221;7
True;6;6;264;True;1497;1
False;2;4;398;True;1631;1
True;0;4;92;False;899;1
True;6;0;126;False;1504;4
True;5;7;245;True;938;4
True;3;0;476;True;1361;4
False;7;3;378;False;1312;3
True;6;7;298;True;303;5
False;7;7;328;False;554;7
True;7;1;495;True;206;2
True;0;6;4;True;1875;1
False;1;6;484;False;246;1
False;3;3;234;True;815;2
False;2;6;198;False;675;0
False;7;1;330;True;499;7
False;3;2;235;False;71;4
False;1;3;352;False;693;1
True;4;6;87;True;1407;2
True;1;7;346;False;107;2
True;1;5;29;False;727;6
False;3;7;61;True;413;4
True;1;6;389;False;564;2
True;3;6;280;True;1585;4
False;7;3;358;False;1424;0
True;0;4;421;False;360;6
False;1;5;361;True;1738;3
True;6;0;218;False;1282;6
False;1;0;195;True;164;6
True;3;2;301;False;2034;2
True;7;1;3;True;1431;4
True;4;7;462;False;2025;1
True;7;3;292;False;829;4
False;5;3;454;False;967;5
False;4;4;26;False;149;7
False;2;1;102;False;964;5
False;4;1;33;False;1433;3
False;4;7;147;False;449;7
False;3;1;204;True;1261;0
False;0;1;498;True;122;0
True;4;4;16;True;1826;5
True;5;5;113;True;201;2
False;5;2;500;False;1376;5
True;5;1;447;True;627;4
True;2;7;418;True;1736;3
True;2;0;247;True;1629;0
True;4;0;473;False;946;3
False;1;1;384;True;1747;1
False;5;3;225;False;879;5
False;2;6;487;True;727;7
False;6;5;477;True;1674;4
True;1;0;316;False;9;3
True;2;3;182;True;1886;4
False;4;1;360;True;843;6
False;7;7;276;True;471;1
True;2;7;474;False;1855;2
True;4;0;171;False;1856;6
False;6;5;413;True;968;4
False;1;0;246;True;1522;0
True;5;4;0;True;18;6
True;4;2;396;True;1247;0
True;4;7;41;True;1002;5
False;6;3;479;False;22;5
True;2;5;509;False;317;2
False;7;5;325;True;1170;2
False;3;2;32;True;229;0
False;1;2;8;False;1969;4
False;4;2;326;True;201;3
False;7;6;503;False;1589;2
True;7;4;392;True;633;2
True;2;0;297;True;1114;3
False;7;2;383;True;544;4
False;6;1;148;True;1479;0
False;4;5;101;True;1284;2
False;5;2;114;True;1251;3
True;3;7;427;False;525;4
True;5;4;369;True;2007;5
True;3;4;238;False;859;5
False;1;7;373;True;1896;0
True;4;3;407;False;717;7
True;3;3;460;True;1461;2
True;7;3;489;True;2038;1
False;1;5;504;True;402;1
True;6;1;3;True;359;6
True;5;4;119;False;1282;5
False;6;1;199;False;1422;1
False;2;4;64;True;1061;4
False;3;2;228;False;908;5
True;5;3;177;True;495;4
False;1;5;63;True;341;4
True;5;0;227;True;30;6
False;6;3;427;True;1386;6
True;2;7;413;False;974;6
False;5;4;499;True;117;2
True;3;6;397;True;1845;6
True;7;4;486;True;823;0
True;7;1;442;True;1101;4
False;2;5;502;True;1058;3
True;6;3;121;False;1505;1
False;7;4;386;False;1507;3
False;1;6;22;True;583;3
True;0;6;146;True;744;0
False;2;2;176;False;1081;6
True;5;6;344;False;245;3
True;7;5;190;False;1661;3
False;7;2;94;False;1130;0
True;3;6;167;True;577;2
True;6;5;80;False;602;2
False;7;6;245;False;1640;2
True;3;0;145;False;869;4
True;4;2;401;False;770;4
False;1;4;444;True;996;1
False;5;6;39;False;1120;3
True;4;4;134;False;1728;0
True;1;1;52;True;604;3
True;4;6;202;True;131;6
True;3;2;49;True;599;4
True;7;1;260;True;585;6
False;5;0;174;False;2006;3
False;1;4;126;True;1796;0
False;1;6;263;True;90;3
True;5;7;75;True;1983;6
False;6;6;444;True;628;6
True;5;1;224;True;122;6
False;2;4;461;True;1525;3
False;4;4;165;True;650;4
False;4;3;265;False;493;5
True;0;5;456;False;236;6
True;0;7;511;False;361;3
False;5;5;139;True;427;3
False;4;5;281;False;346;7
False;3;7;378;True;948;2
False;5;0;117;False;1402;3
True;1;2;283;False;1312;4
True;3;5;384;True;133;4
False;3;5;313;False;717;2
True;5;1;97;True;1880;2
True;3;6;455;False;1080;5
True;6;3;324;False;746;2
False;6;1;25;False;152;5
False;2;3;327;False;1767;6
False;3;6;495;False;459;2
False;4;3;494;True;1315;2
True;1;3;328;False;549;7
True;4;2;470;True;493;7
False;4;4;294;True;1081;4
False;1;5;387;True;266;3
False;6;2;279;False;1294;5
False;3;3;231;False;436;6
True;6;7;194;False;1714;0
True;3;2;221;False;1147;3
False;0;0;478;True;1438;5
False;5;4;112;True;2023;6
True;5;7;506;False;1756;0
False;6;6;122;True;1416;0
False;3;6;242;True;1570;3
True;2;7;509;False;1038;1
False;4;0;464;False;958;0
True;3;2;179;False;1690;6
False;3;1;321;False;1933;6
True;2;7;124;True;1559;2
False;3;1;7;False;1264;3
False;6;6;376;False;1163;6
True;1;1;402;False;87;7
True;7;2;159;True;1445;4
True;1;3;22;True;1869;1
True;3;3;111;True;517;5
False;3;4;52;True;730;6
True;0;7;45;False;469;4
True;6;3;250;False;1935;0
False;7;4;105;False;299;3
False;0;4;401;True;441;6
True;0;6;447;False;1887;3
True;6;6;444;True;728;6
True;6;0;95;False;952;1
True;5;7;279;False;1679;0
True;1;4;93;True;667;4
False;4;3;412;False;1002;6
False;1;7;49;True;551;6
True;5;7;462;True;1366;6
False;3;7;289;True;383;1
False;6;0;282;True;121;7
False;5;1;9;False;723;7
True;1;7;316;False;695;2
True;1;3;214;False;203;7
True;3;5;315;False;955;1
True;5;2;50;False;1896;2
False;7;0;122;True;1693;2
True;3;3;160;True;1943;3
False;0;7;141;False;611;0
True;0;6;315;True;1726;0
False;1;1;145;False;922;2
False;0;4;60;False;313;6
True;3;2;299;True;1783;2
False;3;2;412;False;640;2
False;7;1;320;False;503;3
False;5;7;414;True;218;3
False;2;2;388;False;103;3
False;2;0;169;True;1151;2
True;2;7;447;False;672;5
True;0;1;479;True;1486;6
True;5;0;119;False;459;4
False;5;3;233;False;825;1
False;4;7;492;True;548;5
True;7;2;385;True;289;5
True;3;6;115;False;1628;4
True;7;1;30;True;1599;1
False;6;5;179;True;1294;0
True;6;6;195;False;1727;6
False;0;7;138;False;660;7
True;1;2;445;True;1825;6
False;6;3;393;True;958;2
False;3;1;198;True;1329;1
True;5;2;228;False;323;0
True;7;1;31;True;1549;5
True;4;6;138;True;312;3
True;5;7;293;True;1463;3
False;4;7;59;False;468;4
False;0;6;483;True;806;7
True;3;5;355;False;490;3
True;3;0;268;False;896;6
False;4;2;501;True;871;2
True;7;0;404;True;834;2
True;0;0;416;True;1905;3
False;6;5;446;False;208;0
True;5;3;472;True;1424;0
False;0;0;341;True;128;0
True;4;3;148;True;103;1
False;3;4;32;True;88;4
False;7;6;70;True;1371;5
False;0;0;161;False;335;5
True;7;1;217;False;564;1
True;1;3;243;True;1898;3
False;6;7;113;False;1927;0
False;5;6;279;True;802;7
False;5;6;466;False;847;4
True;0;5;48;True;1344;5
False;1;2;28;False;174;2
True;1;4;227;False;1328;4
True;5;4;98;False;623;2
False;4;3;69;True;278;7
False;7;4;382;False;601;2
False;0;2;222;False;889;3
False;3;4;317;False;158;4
True;6;4;504;True;1755;0
False;2;2;218;True;1690;5
False;6;7;458;False;1640;0
False;2;1;344;True;2037;5
True;3;0;52;False;1157;4
True;6;3;57;True;1250;6
True;1;2;322;False;2010;6
False;1;0;139;True;673;6
False;2;4;200;False;219;3
True;6;2;109;False;1584;6
False;7;6;475;True;698;6
False;4;6;489;True;614;4
False;6;7;226;False;1672;1
True;4;3;113;False;1890;4
True;5;1;46;True;340;5
False;2;7;424;True;912;4
True;3;6;286;False;1499;4
True;2;6;393;True;1495;0
False;3;1;443;True;80;4
True;7;7;124;True;355;1
False;0;7;489;True;324;2
False;2;0;228;True;1261;5
False;4;0;446;True;2030;5
False;5;1;84;True;1450;0
True;0;4;244;False;443;0
False;2;3;76;False;702;1
True;3;1;386;True;1938;4
False;4;5;265;True;1289;1
False;2;3;128;True;62;7
True;2;1;385;True;183;5
False;7;1;70;True;1134;3
False;4;3;397;True;294;4
False;4;0;63;True;905;6
True;4;4;382;False;1599;5
True;1;3;423;True;149;3
False;4;3;12;True;1488;1
True;7;3;309;False;707;7
False;6;6;292;True;1061;1
False;1;3;392;False;1917;3
True;4;0;271;True;1808;4
True;5;4;44;False;284;6
False;7;7;317;False;584;6
False;5;5;312;True;1267;5
False;3;0;430;False;1237;4
True;6;0;446;True;102;2
False;1;0;302;True;187;3
False;7;6;239;False;1223;2
False;4;1;447;False;1502;0
False;3;0;278;False;756;4
True;7;4;314;False;415;0
True;1;6;107;True;46;5
True;1;5;187;True;830;6
False;4;3;235;False;1443;5
True;0;2;97;True;533;2
False;3;5;339;False;1881;1
True;4;4;60;False;1417;2
False;6;1;68;True;582;7
True;0;6;374;True;189;0
False;1;5;99;True;1594;5
False;1;5;487;True;454;3
True;2;2;183;True;1359;1
False;5;4;56;True;720;5
True;6;4;306;True;1533;6
False;7;2;111;False;958;5
False;7;0;39;True;449;3
False;3;3;78;False;404;2
False;0;6;210;False;632;5
True;1;3;140;True;995;3
True;2;0;202;False;1740;1
True;1;6;33;False;900;3
False;2;3;411;False;1128;4
True;5;7;505;False;437;3
True;1;3;297;False;501;4
False;6;0;468;True;1242;6
True;1;3;376;False;994;2
True;0;7;467;False;663;3
True;4;2;211;True;916;7
True;0;0;16;True;793;1
False;6;0;446;False;222;6
True;7;3;238;False;1178;4
False;3;4;132;True;401;6
True;7;7;450;False;436;4
False;1;5;283;False;1456;4
True;2;6;325;False;1695;6
True;0;3;277;False;137;0
False;5;4;178;True;1226;4
True;7;7;457;False;1822;5
False;3;6;477;True;371;4
False;1;7;42;False;1766;3
False;5;6;362;True;780;0
False;6;1;240;True;1828;1
True;6;5;446;False;517;7
True;4;1;489;True;389;3
True;7;5;416;False;1462;0
False;2;6;87;False;449;3
False;0;0;500;False;1611;0
False;0;3;307;False;2021;6
True;5;2;201;True;309;0
True;3;7;390;True;787;1
True;3;5;151;True;621;7
False;1;2;387;False;478;5
True;5;3;395;False;1150;6
True;1;1;29;False;685;6
False;1;2;244;False;1904;0
False;5;1;199;True;209;3
True;3;6;113;False;1657;1
False;0;2;402;False;329;2
False;6;2;63;False;1123;6
False;7;6;16;False;462;7
False;2;6;167;True;92;6
False;0;2;145;False;1423;2
False;5;1;52;False;1837;5
False;2;5;224;False;890;1
False;1;1;373;False;416;1
False;6;0;139;False;976;4
False;3;2;28;False;1846;4
True;3;7;284;False;1312;0
False;4;6;276;False;761;7
True;6;7;345;True;820;5
True;1;4;156;True;145;6
True;3;3;428;False;1552;3
True;4;7;244;False;260;1
False;0;4;393;False;152;7
False;5;1;351;False;959;1
True;3;4;305;False;1119;1
True;3;5;260;True;1533;4
False;1;6;16;True;47;0
True;1;5;392;True;1086;3
False;4;2;380;True;793;3
False;1;3;388;True;1430;1
True;0;4;456;True;1612;3
True;6;7;9;False;607;7
True;4;0;137;True;5;0
True;2;3;78;True;523;6
True;6;1;147;True;1622;6
False;5;0;33;False;174;7
True;5;6;205;False;674;5
False;0;3;39;False;1600;3
False;5;4;126;True;1485;3
False;5;4;459;True;1450;5
False;5;2;288;False;897;2
False;1;5;178;False;1622;6
True;3;7;244;True;832;4
False;7;0;171;False;548;5
False;5;4;1;True;280;5
False;1;0;484;False;914;3
False;4;0;222;False;1675;5
False;3;0;116;True;2021;1
True;1;5;61;False;1409;3
True;6;3;355;True;1573;5
False;4;0;215;False;299;0
False;4;4;326;True;134;7
False;7;2;151;True;411;2
False;2;3;18;False;1565;2
False;0;2;235;False;1117;3
False;4;2;142;False;218;4
True;5;7;297;True;1920;6
False;4;7;189;True;1773;4
True;5;5;234;True;1707;6
True;1;4;234;True;1646;5
True;2;0;97;True;1609;1
False;6;4;305;False;165;6
False;2;0;195;False;329;3
True;5;3;140;False;1079;5
True;1;2;223;True;527;2
False;1;2;431;True;1738;2
False;0;1;427;False;1831;5
True;7;1;442;False;1289;2
True;2;7;9;True;1764;1
True;0;0;402;True;1724;4
False;5;3;118;True;46;7
True;3;4;29;False;635;4
False;7;1;150;True;1323;3
False;1;3;182;True;292;7
True;4;1;380;False;1296;3
False;2;6;33;False;853;4
True;0;0;296;False;350;4
False;1;3;222;False;1652;1
False;0;5;133;True;1601;3
True;2;4;117;True;1127;5
False;7;4;334;False;781;6
True;5;5;196;True;996;5
False;0;0;115;True;600;7
False;5;6;320;True;142;5
True;4;2;173;True;1131;1
False;4;7;425;True;352;4
False;7;4;370;False;195;5
True;2;5;414;False;1411;4
True;2;1;355;False;1454;2
True;2;7;4;True;1404;2
True;7;0;247;False;301;0
True;1;7;15;True;948;0
False;2;5;100;False;815;4
False;3;0;188;True;761;5
False;2;4;362;False;1889;3
True;6;5;278;True;1654;3
False;7;4;495;True;1292;3
False;6;3;400;False;676;6
False;5;6;459;False;20;3
True;3;2;82;True;589;2
True;0;7;352;True;5;5
True;4;6;291;True;385;3
True;0;1;106;False;257;0
True;0;5;467;True;606;6
True;1;0;21;False;402;6
True;0;4;481;True;586;3
False;5;2;176;False;859;3
True;5;7;264;True;1041;2
False;5;1;446;False;1191;6
True;5;3;497;True;1186;6
False;3;2;142;True;790;7
True;4;4;75;True;268;5
False;4;2;56;False;172;1
True;2;1;117;False;580;1
True;2;7;195;False;1788;6
False;5;2;196;True;1535;3
False;6;4;486;False;487;6
True;4;1;170;False;1109;5
True;0;1;479;False;1995;3
False;5;2;93;True;1097;5
False;2;5;356;False;418;5
False;5;3;12;False;420;1
True;4;0;383;True;757;7
False;0;0;301;True;1282;6
False;1;7;154;True;1423;4
True;3;4;102;False;1146;6
True;1;7;224;True;742;7
True;3;1;258;True;1484;5
False;7;6;331;False;451;3
True;5;3;397;False;564;7
False;3;1;50;False;1608;0
True;2;4;191;True;596;5
True;3;4;58;True;506;6
False;4;2;51;False;1012;1
True;1;5;276;True;1121;0
False;2;6;42;True;395;3
True;4;4;90;True;739;5
True;7;2;159;True;2041;0
True;3;6;83;True;663;6
False;4;6;499;False;1467;5
False;7;4;249;True;1541;0
False;1;5;105;True;1201;2
True;5;3;264;True;1142;5
False;5;5;153;False;1190;3
True;7;4;158;True;1536;2
False;3;4;467;False;955;2
False;5;4;255;False;1699;6
True;7;3;495;True;234;3
True;0;1;288;False;1944;5
False;5;1;166;True;353;0
True;0;1;88;False;42;5
False;2;3;109;True;1106;5
True;5;2;433;True;728;2
False;0;4;150;True;1893;4
True;1;5;21;False;1094;4
True;3;3;340;True;1633;3
False;0;6;204;True;550;3
True;0;1;101;False;1945;0
False;7;5;312;False;1231;1
True;5;3;214;True;178;7
False;7;4;40;False;767;3
False;1;1;214;False;297;5
True;6;0;229;False;1513;6
False;7;5;344;True;1549;6
True;2;2;447;True;1626;5
True;0;6;462;True;193;2
True;0;0;313;True;684;6
True;7;7;300;True;82;7
False;1;4;352;False;1506;0
True;0;1;153;True;1392;3
True;0;6;401;True;1718;5
False;6;1;327;True;493;5
False;1;3;382;False;1368;6
False;4;2;275;True;1450;5
True;5;5;355;True;1603;4
True;0;0;251;True;1264;2
True;7;7;43;False;200;3
True;7;2;229;True;1615;3
True;0;3;142;False;1794;3
True;5;2;199;False;468;2
False;6;7;142;True;369;7
False;2;3;241;True;507;4
False;3;0;266;False;463;7
False;2;5;165;True;97;3
False;5;2;309;False;522;2
True;0;6;236;False;1424;2
True;4;1;270;True;1915;2
True;3;0;420;True;660;1
True;2;5;325;True;840;4
False;6;1;232;True;410;4
False;2;0;134;True;767;7
True;3;3;501;False;842;4
False;0;5;142;False;1733;6
True;5;2;165;True;1407;6
False;5;1;459;False;700;2
False;6;3;331;False;119;3
True;2;4;172;False;611;3
False;6;5;215;True;515;6
False;2;3;2;False;486;5
True;6;6;207;True;1342;0
False;2;4;450;False;1193;3
False;5;4;250;False;491;7
False;6;7;142;True;776;2
True;7;7;134;True;551;2
False;4;3;60;True;1605;1
False;2;7;56;False;471;7
True;0;0;23;False;661;6
True;1;0;454;True;200;4
False;2;6;306;True;289;0
True;0;5;282;False;1877;1
False;4;3;296;True;1433;0
False;0;3;271;True;1905;6
False;0;6;254;True;1073;4
True;1;3;409;True;1685;6
True;7;3;367;True;731;7
False;5;1;95;False;1182;6
False;6;0;244;True;756;5
True;4;3;63;True;1415;3
False;2;3;35;True;1027;4
True;1;4;210;True;202;3
True;3;4;488;True;1248;6
False;5;7;404;True;23;5
False;5;2;487;True;1289;2
False;3;2;416;False;2018;3
False;6;0;315;True;1547;3
True;4;2;412;False;876;1
False;6;4;480;False;1731;5
True;3;0;1;True;883;7
True;6;0;328;False;750;3
True;7;1;24;True;1484;1
False;6;3;374;False;1576;6
False;1;2;124;False;607;4
False;5;7;10;True;4;6
True;1;4;446;False;451;3
True;3;6;44;True;197;6
True;0;3;188;False;801;7
True;3;3;98;False;1779;1
False;3;0;131;True;1959;4
True;5;1;105;False;540;1
True;2;3;36;False;974;2
True;7;5;509;True;1685;3
False;3;1;112;True;589;6
False;1;2;113;False;371;1
True;1;0;43;True;1011;2
True;1;6;447;True;1024;3
False;2;5;374;True;909;0
True;3;5;30;True;691;7
True;6;1;245;False;47;0
False;6;6;93;True;1598;6
False;0;0;148;False;441;3
False;0;3;383;False;285;5
True;5;0;405;False;118;7
False;4;2;180;False;1536;1
True;0;7;303;False;283;2
False;3;2;15;True;1016;1
False;5;4;341;False;44;6
True;7;1;275;False;1249;4
False;3;5;22;False;1729;5
True;1;7;115;True;1974;5
True;7;0;160;False;729;0
False;4;2;88;True;787;1
False;5;7;317;False;700;6
True;2;7;125;True;1498;0
False;2;4;66;False;1776;5
False;2;1;204;True;1223;2
True;2;1;468;False;1749;3
True;2;3;260;False;1901;0
True;6;1;320;False;622;1
False;6;4;364;False;1488;0
True;6;0;475;False;853;7
False;1;6;508;True;1450;4
True;2;0;113;False;845;0
False;7;1;470;False;875;2
False;7;7;510;False;53;2
True;1;6;508;False;1487;6
False;0;3;376;False;659;0
True;3;5;291;True;1700;3
True;3;2;444;False;278;0
False;1;4;480;False;993;0
False;4;3;452;True;637;3
False;1;5;165;True;1107;1
True;7;2;235;False;1684;5
False;5;1;419;True;1332;0
True;6;0;180;False;309;0
True;7;6;448;True;73;4
True;0;3;265;True;332;7
False;5;7;455;True;1118;2
True;4;0;219;False;1769;3
False;6;1;431;True;1482;1
False;6;1;215;False;153;0
True;0;1;425;True;1599;2
False;0;6;371;True;972;3
True;1;1;311;True;907;6
True;5;0;457;True;1858;0
True;6;0;460;False;186;1
True;2;6;487;False;1908;4
True;0;2;498;True;1138;5
True;6;5;342;True;1565;2
False;7;6;134;True;710;7
True;6;4;275;False;198;7
False;7;1;410;False;1979;6
True;4;3;222;False;69;6
True;0;5;176;True;1529;6
False;7;5;426;True;1667;6
True;6;1;447;True;1960;5
False;5;2;270;False;1488;4
True;6;6;446;True;1290;4
True;4;2;477;False;357;7
True;6;0;91;True;1766;2
False;3;7;150;False;357;1
False;1;7;49;True;391;2
False;4;7;342;True;970;4
False;2;1;54;True;735;5
False;5;3;175;True;1336;2
True;6;3;290;False;544;6
True;4;7;148;False;26;3
True;7;5;410;False;1415;5
False;4;6;457;False;1189;0
True;2;5;129;False;1702;1
True;1;6;234;True;1813;2
True;5;1;12;True;630;1
False;6;2;337;True;1054;4
True;0;0;185;False;62;7
True;7;2;149;False;1335;0
False;6;7;49;True;1301;4
False;1;0;137;False;478;1
False;1;7;97;False;860;1
False;1;1;13;True;1064;1
True;0;7;50;False;1915;0
False;7;7;20;False;1627;1
True;7;0;174;False;443;2
True;4;7;460;True;134;1
False;4;3;93;True;490;0
False;2;7;500;True;1717;0
False;5;1;338;False;1629;3
False;4;1;239;False;1961;2
True;6;5;354;False;1077;6
False;6;3;288;True;587;1
True;7;6;28;False;1319;1
False;2;4;474;False;1556;6
True;1;4;330;True;1089;2
True;0;5;274;False;1684;2
True;5;7;127;True;2;1
False;3;2;280;True;1125;0
False;5;2;461;False;684;5
True;4;1;378;True;1551;5
False;6;4;101;False;1160;5
False;4;5;135;False;1619;3
False;7;4;462;False;189;2
True;1;1;95;False;1083;5
True;2;0;373;True;1415;6
True;4;3;40;True;1997;4
False;4;0;213;True;1911;0
False;5;0;412;True;944;4
False;1;3;263;True;1615;5
False;1;7;72;True;924;2
False;4;3;333;True;929;6
False;1;2;27;True;194;6
True;0;6;376;False;366;2
True;5;1;310;True;1482;4
False;4;3;172;False;628;3
False;5;5;433;False;226;3
True;3;3;426;False;490;6
True;7;0;70;True;139;1
